From;To;active_power_in_watt;volume_flow_natural_gas_in_liter_per_min;volume_flow_nitrogen_in_liter_per_min;
27.05.2021 10:45:47;27.05.2021 10:45:48;2727,143310546875;100;1,7066667079925537;
27.05.2021 10:45:48;27.05.2021 10:45:49;2724,109619140625;100;1,7066667079925537;
27.05.2021 10:45:49;27.05.2021 10:45:50;2723,95849609375;100;1,7066667079925537;
27.05.2021 10:45:50;27.05.2021 10:45:51;2721,75341796875;100;1,7066667079925537;
27.05.2021 10:45:51;27.05.2021 10:45:52;2725,572998046875;100;1,7066667079925537;
27.05.2021 10:45:52;27.05.2021 10:45:53;1891,876953125;100;1,7066667079925537;
27.05.2021 10:45:53;27.05.2021 10:45:54;1328,1839599609375;100;1,7066667079925537;
27.05.2021 10:45:54;27.05.2021 10:45:55;1758,58349609375;100;1,7066667079925537;
27.05.2021 10:45:55;27.05.2021 10:45:56;1607,1090087890625;100;1,7066667079925537;
27.05.2021 10:45:56;27.05.2021 10:45:57;1609,123046875;100;1,7066667079925537;
27.05.2021 10:45:57;27.05.2021 10:45:58;1634,099365234375;100;1,7066667079925537;
27.05.2021 10:45:58;27.05.2021 10:45:59;1597,1724853515625;100;1,7066667079925537;
27.05.2021 10:45:59;27.05.2021 10:46:00;1534,0435791015625;100;1,7066667079925537;
27.05.2021 10:46:00;27.05.2021 10:46:01;1570,5860595703125;51,559505462646484;1,7066667079925537;
27.05.2021 10:46:01;27.05.2021 10:46:02;3782,6435546875;51,559505462646484;1,7066667079925537;
27.05.2021 10:46:02;27.05.2021 10:46:03;4876,9013671875;51,559505462646484;1,7066667079925537;
27.05.2021 10:46:03;27.05.2021 10:46:04;2841,608642578125;51,559505462646484;1,7066667079925537;
27.05.2021 10:46:04;27.05.2021 10:46:05;2809,961181640625;51,559505462646484;1,7066667079925537;
27.05.2021 10:46:05;27.05.2021 10:46:06;2768,0712890625;51,559505462646484;1,7066667079925537;
27.05.2021 10:46:06;27.05.2021 10:46:07;2832,081787109375;51,559505462646484;1,7066667079925537;
27.05.2021 10:46:07;27.05.2021 10:46:08;2894,080322265625;51,559505462646484;1,7066667079925537;
27.05.2021 10:46:08;27.05.2021 10:46:09;2787,86328125;51,559505462646484;1,7066667079925537;
27.05.2021 10:46:09;27.05.2021 10:46:10;2749,709716796875;51,559505462646484;1,7066667079925537;
27.05.2021 10:46:10;27.05.2021 10:46:11;2743,898681640625;0,00049282051622867584;1,7000616788864136;
27.05.2021 10:46:11;27.05.2021 10:46:12;2732,748291015625;0,00049282051622867584;1,7000616788864136;
27.05.2021 10:46:12;27.05.2021 10:46:13;2731,115966796875;0,00049282051622867584;1,7000616788864136;
27.05.2021 10:46:13;27.05.2021 10:46:14;2724,599365234375;0,00049282051622867584;1,7000616788864136;
27.05.2021 10:46:14;27.05.2021 10:46:15;2721,430419921875;0,00049282051622867584;1,7000616788864136;
27.05.2021 10:46:15;27.05.2021 10:46:16;2725,63037109375;0,00049282051622867584;1,7000616788864136;
27.05.2021 10:46:16;27.05.2021 10:46:17;2709,237060546875;0,00049282051622867584;1,7000616788864136;
27.05.2021 10:46:17;27.05.2021 10:46:18;2726,67431640625;0,00049282051622867584;1,7000616788864136;
27.05.2021 10:46:18;27.05.2021 10:46:19;1776,3917236328125;0,00049282051622867584;1,7000616788864136;
